sample_size,n_trials,pop_id,estimation_method,point_estimate,ci_method,ci_alpha,coverage_probability,true_beta,ev_beta,median_beta,bias,percent_bias,empirical_variance_beta,empirical_sd_beta,mse,mcse
25,1000,1222328524_5.112,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.858,5.112,26.212152423593757,25.540722651938616,495.84797415825966,412.757285281568,50.63154185937027,7.115584435545001,495.79734261640033,0.22501453699565785
25,1000,127733165_5.172,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.847,5.172000000000001,26.63839376106259,25.621643481635672,515.8522117903037,415.05015005921473,55.046150685316874,7.419309313225651,515.7971656396185,0.23461916095092678
25,1000,836169130_5.174,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.846,5.1739999999999995,26.39657639148744,25.489565050409816,499.09904272719456,410.1773558462977,48.70129403467449,6.978631243637572,499.05034143315993,0.2206836968030817
25,1000,1391808131_5.253,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.88,5.253,26.141842638396447,25.65745297449149,488.9775574423276,397.65548521599936,52.6338106706382,7.254916310381409,488.92492363165695,0.22942059774710336
25,1000,1586431781_5.289,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.877,5.289,26.49118837457308,25.353145793832304,511.53055716666137,400.8732912568176,61.99776529577936,7.873865968873191,511.4685594013655,0.24899350452527744
25,1000,1463422767_5.355,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.874,5.355,26.148061621726455,25.20718668605987,485.4981284080767,388.29246725913083,53.14671680316306,7.290179476745621,485.4449816912735,0.23053571697930683
25,1000,1453238298_5.368,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.865,5.368,26.2696234045612,25.35107435526741,493.5663214032952,389.3745045559091,56.68846045719469,7.529173955833049,493.50963294283804,0.23809338600052438
25,1000,947900364_5.376,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.877,5.3759999999999994,26.64843932083723,25.64813129225616,506.15050533192306,395.6926957000974,53.6338306732212,7.323512181543853,506.09687150125,0.23158978965667118
25,1000,983682871_5.384,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.884,5.384,26.391910956910447,25.59964059941438,493.49353783038964,390.1915110867468,52.16121505691163,7.222272153340085,493.4413766153328,0.22838829886163528
25,1000,667057388_5.414,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.897,5.414,26.373423738809016,25.71829463962439,492.4084063609836,387.1337964316405,53.11096289803272,7.287726867688766,492.35529539808556,0.23045815867101066
25,1000,443293449_5.429,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.889,5.429,26.827263475643857,25.91463842365696,507.9973805765387,394.1474208075862,50.111700803464714,7.078961845035239,507.94726887573506,0.2238564289973927
25,1000,1353128989_5.453,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.909,5.453,26.58078931969328,25.532133531572136,502.5052710396338,387.4525824260642,56.12178950228828,7.491447757429019,502.44914925013137,0.23690037885636292
25,1000,1128366379_5.495,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.914,5.495,26.05072405044057,24.883326291426116,470.6835447951275,374.0805104720759,48.14575355726656,6.9387141141040365,470.6353990415703,0.2194214063332622
25,1000,971755380_5.579,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.913,5.579000000000001,26.6488093053403,25.998897975523416,495.46534311991485,377.6628303520398,51.52847895651015,7.178333995887217,495.4138146409583,0.22699885232421363
25,1000,1631382838_5.581,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.917,5.5809999999999995,26.389621603992808,25.08137562166612,491.7413057669328,372.8475471061246,58.74257270877653,7.664370340006838,491.682563194224,0.2423686710546075
25,1000,396844060_5.582,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.916,5.582000000000001,26.485319517764356,25.541531051269715,494.7825668618717,374.4772396589816,57.833800000123475,7.604853713262568,494.72473306187163,0.24048659006298767
25,1000,561554120_5.676,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.93,5.676,26.422565730731325,25.392703528982185,484.6163957077551,365.5138430361403,54.19640608819964,7.361820840539359,484.56219930166685,0.23280121582199617
25,1000,2134180890_5.698,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.933,5.698,26.507890378868055,25.547775164495555,491.35851911652964,365.2139413630757,58.3069815360244,7.635900833302146,491.30021213499356,0.2414683862041249
25,1000,1346036931_5.7,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.947,5.7,26.204404638112223,25.107748683299107,477.9168624691446,359.7263971598635,57.48625290570651,7.581968933311881,477.8593762162388,0.2397629097790284
25,1000,1403232972_5.758,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.946,5.758,26.292569884137876,25.437111928091177,478.2788984775038,356.62677811979637,56.610338150961525,7.523984193960107,478.2222881393528,0.23792927132020036
25,1000,1991017924_5.807,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.93,5.807,26.527015580364303,25.34940054997834,486.1456561715439,356.81101395495614,56.82661052100437,7.538342690605433,486.08882956102275,0.23838332685195154
25,1000,1792645336_5.865,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.957,5.865,26.432167052868568,25.537341969734975,480.66495411294636,350.6763350872731,57.65659353234395,7.593193895347593,480.60729751941386,0.24011787424584607
25,1000,1898268017_5.887,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.956,5.8870000000000005,26.768510565079968,25.914396312387815,493.38134205545686,354.7054622911494,57.343858575910595,7.572572784457776,493.32399819688095,0.23946577746289885
25,1000,1229341730_5.911,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.942,5.911,26.32064222610187,25.420785408749268,466.0587096065065,345.28239259180975,49.505213809025925,7.0359941592518345,466.0092043926975,0.22249767146877275
25,1000,1515272734_5.919,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.953,5.9190000000000005,26.112983210939653,25.30503890803742,461.83482524689055,341.1722117070392,54.037867323178,7.351045321801383,461.7807873795674,0.2324604640001779
25,1000,1581860201_5.971,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.958,5.971,26.44359980565108,25.747088032063118,470.70995945417235,342.8671881703413,51.582616651827784,7.182103915415579,470.65837683752056,0.22711806764726533
25,1000,892668676_5.989,"Bayesian logit model, beta ~ t(1, 0, 2.5)",MAP,highest density posterior interval,0.95,0.942,5.989,26.311663500677053,25.40373087237166,465.30855562528143,339.33316915473455,52.29790386353019,7.2317289677870384,465.2562577214179,0.22868734959225487
25,1000,1677688340_3.75,"Bayesian logit model, beta ~ normal(0, 2.5)",MAP,highest density posterior interval,0.95,1,3.75,4.612414793974769,4.602477287789055,0.8488727629571673,22.997727839327165,0.10511348609062429,0.3242121004691594,0.8487676494710774,0.010252486824698889
25,1000,1233248129_3.799,"Bayesian logit model, beta ~ normal(0, 2.5)",MAP,highest density posterior interval,0.95,1,3.799,4.628979129499311,4.630848010839901,0.784672065207412,21.847305330331967,0.0958067098029778,0.30952658981576653,0.7845762584976091,0.009788090202024998
25,1000,1959011220_3.834,"Bayesian logit model, beta ~ normal(0, 2.5)",MAP,highest density posterior interval,0.95,1,3.834,4.625472098159414,4.630690073596532,0.7295999014780069,20.643508037543402,0.1031718193131417,0.32120370376622637,0.7294967296586943,0.010157352967832796
25,1000,336997539_3.951,"Bayesian logit model, beta ~ normal(0, 2.5)",MAP,highest density posterior interval,0.95,1,3.951,4.621189571065565,4.607692604890774,0.5465495301115368,16.96253027247696,0.09739546894649118,0.31208247138615647,0.5464521346425903,0.009868914273945801
25,1000,469923319_3.982,"Bayesian logit model, beta ~ normal(0, 2.5)",MAP,highest density posterior interval,0.95,1,3.982,4.621706568405752,4.6115750464405085,0.513352600312924,16.06495651445887,0.1041281066514607,0.32268886973594346,0.5132484722062725,0.010204318039509584
25,1000,1840780356_4.051,"Bayesian logit model, beta ~ normal(0, 2.5)",MAP,highest density posterior interval,0.95,1,4.051,4.631295721912599,4.637951928611504,0.43850736003467405,14.324752454026136,0.10176423516461006,0.3190050707506231,0.4384055957995097,0.010087826087151287
25,1000,2090300807_4.145,"Bayesian logit model, beta ~ normal(0, 2.5)",MAP,highest density posterior interval,0.95,1,4.145,4.633882908879584,4.632215361658723,0.3377570145171258,11.79452132399479,0.0987505159225619,0.31424594814024553,0.3376582640012031,0.009937329416023296
25,1000,1208125066_4.17,"Bayesian logit model, beta ~ normal(0, 2.5)",MAP,highest density posterior interval,0.95,1,4.17,4.602851539852214,4.592871951393489,0.28285787117508443,10.380132850172984,0.09549741562265171,0.30902656135460543,0.28276237375946206,0.009772277913703218
