sample_size,n_trials,pop_id,estimation_method,point_estimate,ci_method,ci_alpha,coverage_probability,true_beta,ev_beta,median_beta,bias,percent_bias,empirical_variance_beta,empirical_sd_beta,mse,mcse
25,1000,336997539_3.951,Maximum Likelihood Estimation,MLE,wald,0.95,NA,3.951,71.54869019100452,47.75031730718155,67.59769019100453,1710.9007894458246,12558.563185070581,112.06499536015063,17115.45234104454,3.5438063131427744
